DomainName	Company	Category	Description	
xlcdn.com	JetStream BV.	CDN Media	Jet-Stream, CDN, Content Delivery Network, VDO-X, appliance, Licensed, licensing, software, technology, JetStream, services	
yahoo.com	Yahoo! Inc.	Advertising	Yahoo offers a full range of online display ad formats and across all screens: desktop, mobile, and tablet.	
yahoo.net	Yahoo! Inc.	CDN	The new Yahoo experience makes it easier to discover the news and information that you care about most. It's the web ordered for you.	
yahooapis.com	Yahoo! Inc.	Development Resources	Measure, monetize, advertise and improve your apps with Yahoo tools. Join the 200,000 developers using Yahoo tools to build their app businesses.	
yandex.ru	Yandex	Search Engine	A number of Internet-based services and products from the largest search engine in Russia with about 60% market share in that country.	
yieldify.com	Yieldify	Tracking	Yieldify is a simple to use software solution which allows you to maximise your opt-in rates and revenue from visitors leaving your website. Once you have decided the type of campaign you want to run, Yieldify uses its algorithm learning engine to optimise the Overlay (an interactive message) displayed to the user. The Yieldify Algorithm Learning Engine (Y.A.L.E.) precisely tracks the visitor's mouse movements, speed and user behaviour to determine the style and timing of the overlay.	
yieldlab.net	Yieldlab	Advertising	Yieldlab are specialists in increasing advertiser incomes across digital channels. Our company is trusted by the top premium publishers and media houses. Being first-to-market, our home-grown technology integrates Realtime Bidding and Yield Optimization, helping to maximize our customers’ returns.	
yieldmanager.com	Yahoo! Ad Exchange	Ad Real-time Bidding	Maximize ad revenue with effective tools that classify inventory, control which ad content runs on your site, and manage pricing.	
yieldoptimizer.com	Adara Media	Advertising	ADARA and our data partners have created a portfolio of premium consumer data, with billions of pieces of data. Personal information stays private, while purchase and profile data is available to advertisers. Actual travel purchase patterns, individual preferences, and shopping behavior patterns are all at your fingertips. Our data provides knowledge that lets you take action to reach the right audience.	
yieldpartners.com	YieldPartners	Advertising	YieldPartners is a young Dutch company that uses technological innovations to generate maximum revenue from online advertising. This includes an optimal use of space for digital publishers and ad targeting for demand partners. Moreover, it is our goal to facilitate the exchange of online advertising with our partners and to make it as easy as possible. Our staff all have many years of technical and commercial experience in this branch of trade. With our offices in Amsterdam and Hamburg, we serve the entire European market.	
yimg.com	Yahoo! Inc.	Image Management	Yahoo offers a full range of online display ad formats and across all screens: desktop, mobile, and tablet.	
yotpo.com	Yotpo	Opinions and Reviews	Yotpo is a marketing platform for eCommerce stores. Yotpo helps online stores generate reviews for their products and use these reviews to drive sales.	
youplay.se	PlayAd Media Group	Advertising (Video)	PlayAd Media Group is a digital media company with a complete solution for online video.	
youramigo.com	YourAmigo	Site Search	YourAmigo specializes only in organic search because organic search is the toughest and most complex of all online marketing programs to master, it is constantly changing, and YourAmigo has the expertise and artificial intelligence to be able to master it and maximize the volume of traffic and revenue that can be generated through organic search.	
youtube-nocookie.com	Google (Youtube)	Video Platform (Streaming)	Hosts user-generated videos. Includes network and professional content.	
youtube.com	Youtube (Google)	CDN Video	This domain provides static images relating to Youtube videos.	
ytimg.com	Youtube (Google)	CDN Video	Youtube allows you to share your videos with friends, family and the world.	
yui.yahooapis.com	Yahoo! Inc.	CDN JSLib	CDN for YUI, a lightweight core and modular architecture making it scalable, fast, and robust. Built by frontend engineers at Yahoo!, YUI powers the most popular websites in the world.	
ywxi.net	Tencent	Tracking	Tencent (www.QQ.com) is China's most visited Chinese portal, Tencent launched a set of news and information, interactive communities, entertainment products and basic services as one of the major integrated portal. Tencent services in the global Chinese users, to become the most spread and interactive, authoritative, mainstream, modern Internet media platforms. Through powerful real-time news and in-depth information information services, providing innovative new online life as hundreds of millions of Chinese Internet users.	
zafu.com	Zafu Inc.	Analytics	We analyze your shopper activity. In real-time we translate this into a ranking of your most relevant products.	
zenaps.com	Digital Window Ltd.	Advertising	Offering advertisers and publishers the best products and services to boost their online business on a performance basis	
zencoder.net	Brightcove ZenCoder	Video Tools	Audio and video encoding/transcoding software as a service. Convert videos online into web and mobile formats using our cloud encoding API.	
